Contig	ver. 6	ver. 7	Length
ctg7180000006085	Unassigned	LG4	15776
ctg7180000006088	Unassigned	Rem. haplot.	15151
ctg7180000006086	Unassigned	Repeat	24904
ctg7180000006087	Unassigned	LG20	12915
ctg7180000006087	Unassigned	Rem. overl.	7023
ctg7180000006089	Unassigned	Rem. haplot.	56103
ctg7180000006092	Unassigned	Rem. haplot.	19637
ctg7180000006093	Unassigned	Rem. haplot.	8700
ctg7180000006096	Unassigned	Rem. haplot.	26609
ctg7180000006095	Unassigned	Rem. haplot.	10484
ctg7180000006094	Unassigned	Rem. haplot.	13858
ctg7180000006097	Unassigned	Rem. haplot.	11452
ctg7180000006098	Unassigned	Rem. haplot.	18584
ctg7180000006101	Unassigned	Rem. haplot.	20187
ctg7180000006100	Unassigned	Rem. haplot.	19989
ctg7180000006102	Unassigned	Rem. haplot.	57589
ctg7180000006103	Unassigned	Rem. haplot.	16384
ctg7180000006104	Unassigned	Rem. haplot.	43673
ctg7180000006106	Unassigned	Rem. haplot.	112742
ctg7180000006107	Unassigned	Rem. haplot.	27092
ctg7180000006110	Unassigned	Put. autos.	28484
ctg7180000006108	Unassigned	Put. centr.	28568
ctg7180000006112	Unassigned	Rem. haplot.	10755
ctg7180000006113	Unassigned	Rem. haplot.	10098
ctg7180000006116	Unassigned	Unassigned	8010
ctg7180000006115	Unassigned	Repeat	19824
ctg7180000006114	Unassigned	Rem. haplot.	14683
ctg7180000006118	Unassigned	Rem. haplot.	16023
ctg7180000006119	Unassigned	Rem. haplot.	14653
ctg7180000006123	Unassigned	Rem. haplot.	9615
ctg7180000006117	Unassigned	Rem. haplot.	20197
ctg7180000006125	Unassigned	Rem. haplot.	9916
ctg7180000006124	Unassigned	Rem. haplot.	17618
ctg7180000006126	Unassigned	Put. haplot.	13140
ctg7180000006127	Unassigned	Rem. haplot.	19320
ctg7180000006129	Unassigned	Rem. haplot.	14310
ctg7180000006130	Unassigned	LG3	23608
ctg7180000006121	Unassigned	Rem. haplot.	20951
ctg7180000006131	Unassigned	Put. X	41323
ctg7180000006128	Unassigned	Rem. haplot.	15583
ctg7180000006132	Unassigned	Rem. haplot.	22078
ctg7180000006134	Unassigned	Rem. haplot.	23573
ctg7180000006135	Unassigned	Rem. haplot.	9372
ctg7180000006136	Unassigned	LG12	29955
ctg7180000006136	Unassigned	Rem. overl.	19051
ctg7180000006120	Unassigned	Rem. haplot.	25196
ctg7180000006139	Unassigned	Rem. haplot.	18800
ctg7180000006133	Unassigned	Rem. haplot.	14484
ctg7180000006140	Unassigned	Rem. haplot.	26502
ctg7180000006141	Unassigned	Rem. haplot.	16367
ctg7180000006122	Unassigned	Repeat	14325
ctg7180000006137	Unassigned	Repeat	16657
ctg7180000006144	Unassigned	Put. Y	72261
ctg7180000006145	Unassigned	Rem. haplot.	11215
ctg7180000006147	Unassigned	Rem. haplot.	14877
ctg7180000006150	Unassigned	Rem. haplot.	23703
ctg7180000006152	Unassigned	Rem. haplot.	54146
ctg7180000006155	Unassigned	Rem. haplot.	34874
ctg7180000006157	Unassigned	Rem. haplot.	9705
ctg7180000006154	Unassigned	LG7	9499
ctg7180000006154	Unassigned	Rem. overl.	6689
ctg7180000006156	Unassigned	Rem. haplot.	9067
ctg7180000006161	Unassigned	Repeat	12224
ctg7180000006160	Unassigned	Rem. haplot.	14707
ctg7180000006164	Unassigned	Zero cov.	9777
ctg7180000006151	Unassigned	Rem. haplot.	21743
ctg7180000006163	Unassigned	Rem. haplot.	16157
ctg7180000006162	Unassigned	Rem. haplot.	19457
ctg7180000006158	Unassigned	Rem. haplot.	15479
ctg7180000006166	Unassigned	Rem. haplot.	14374
ctg7180000006167	Unassigned	LG8	79040
ctg7180000006167	Unassigned	Rem. overl.	10358
ctg7180000006169	Unassigned	Rem. haplot.	16915
ctg7180000006173	Unassigned	Repeat	8413
ctg7180000006172	Unassigned	Rem. haplot.	11863
ctg7180000006174	Unassigned	Put. Y	44598
ctg7180000006176	Unassigned	Rem. haplot.	10450
ctg7180000006177	Unassigned	Rem. haplot.	33403
ctg7180000006179	Unassigned	Put. Y	69061
ctg7180000006182	Unassigned	Rem. haplot.	10378
ctg7180000006181	Unassigned	Rem. haplot.	36207
ctg7180000006183	Unassigned	Rem. haplot.	17730
ctg7180000006184	Unassigned	Rem. haplot.	15552
ctg7180000006185	Unassigned	Rem. haplot.	17835
ctg7180000006191	Unassigned	Zero cov.	22882
ctg7180000006187	Unassigned	Rem. haplot.	16582
ctg7180000006192	Unassigned	Rem. haplot.	13144
ctg7180000006188	Unassigned	Rem. haplot.	9475
ctg7180000006186	Unassigned	Rem. haplot.	22496
ctg7180000006190	Unassigned	Repeat	17095
ctg7180000006195	Unassigned	Rem. haplot.	14230
ctg7180000006196	Unassigned	Rem. haplot.	89567
ctg7180000006197	Unassigned	LG3	6194
ctg7180000006197	Unassigned	Rem. overl.	17196
ctg7180000006200	Unassigned	Repeat	28032
ctg7180000006202	Unassigned	Rem. haplot.	15770
ctg7180000006199	Unassigned	Rem. haplot.	15647
ctg7180000006203	Unassigned	Rem. haplot.	10246
ctg7180000006201	Unassigned	Put. centr.	13411
ctg7180000006204	Unassigned	Rem. haplot.	14129
ctg7180000006208	Unassigned	Rem. haplot.	9135
ctg7180000006206	Unassigned	Rem. haplot.	19461
ctg7180000006205	Unassigned	Rem. haplot.	11475
ctg7180000006210	Unassigned	Rem. haplot.	30598
ctg7180000006211	Unassigned	Put. haplot.	11559
ctg7180000006213	Unassigned	Unassigned	14503
ctg7180000006215	Unassigned	Rem. haplot.	12063
ctg7180000006212	Unassigned	Put. centr.	44749
ctg7180000006216	Unassigned	Rem. haplot.	8909
ctg7180000006217	Unassigned	Rem. haplot.	17259
ctg7180000006218	Unassigned	Rem. haplot.	11635
ctg7180000006214	Unassigned	Rem. haplot.	13923
ctg7180000006207	Unassigned	Rem. haplot.	9489
ctg7180000006220	Unassigned	Rem. haplot.	18383
ctg7180000006223	Unassigned	Rem. haplot.	11897
ctg7180000006222	Unassigned	Unassigned	19047
ctg7180000006226	Unassigned	LG10	13901
ctg7180000006226	Unassigned	Rem. overl.	14307
ctg7180000006225	Unassigned	LG3	14176
ctg7180000006228	Unassigned	Rem. haplot.	17263
ctg7180000006230	Unassigned	Rem. haplot.	22925
ctg7180000006231	Unassigned	Repeat	8279
ctg7180000006233	Unassigned	Put. Y	44834
ctg7180000006236	Unassigned	Rem. haplot.	15776
ctg7180000006237	Unassigned	LG5	18190
ctg7180000006237	Unassigned	Rem. overl.	8
ctg7180000006238	Unassigned	Rem. haplot.	13350
ctg7180000006239	Unassigned	Rem. haplot.	26888
ctg7180000006240	Unassigned	Rem. haplot.	16115
ctg7180000006241	Unassigned	Rem. haplot.	13133
ctg7180000006242	Unassigned	Put. X	38400
ctg7180000006243	Unassigned	Repeat	21958
ctg7180000006244	Unassigned	Rem. haplot.	86403
ctg7180000006246	Unassigned	Rem. haplot.	28201
ctg7180000006247	Unassigned	Rem. haplot.	86027
ctg7180000006250	Unassigned	Rem. haplot.	366762
ctg7180000006252	Unassigned	Rem. haplot.	44225
ctg7180000006253	Unassigned	Rem. haplot.	20346
ctg7180000006251	Unassigned	LG16	196129
ctg7180000006260	Unassigned	Put. X	8871
ctg7180000006259	Unassigned	Put. Y	72078
ctg7180000006261	Unassigned	Rem. haplot.	12776
ctg7180000006262	Unassigned	Rem. haplot.	17287
ctg7180000006264	Unassigned	Rem. haplot.	16406
ctg7180000006265	Unassigned	Repeat	22663
ctg7180000006266	Unassigned	Rem. haplot.	13768
ctg7180000006269	Unassigned	Rem. haplot.	44823
ctg7180000006272	Unassigned	Rem. haplot.	97565
ctg7180000006274	Unassigned	Rem. haplot.	7562
ctg7180000006275	Unassigned	Put. Y	51623
ctg7180000006276	Unassigned	Rem. haplot.	22752
ctg7180000006277	Unassigned	Rem. haplot.	79380
ctg7180000006279	Unassigned	Rem. haplot.	80977
ctg7180000006280	Unassigned	Rem. haplot.	46087
ctg7180000006284	Unassigned	Rem. haplot.	9053
ctg7180000006282	Unassigned	Rem. haplot.	19668
ctg7180000006285	Unassigned	Rem. haplot.	17559
ctg7180000006286	Unassigned	Rem. haplot.	10132
ctg7180000006287	Unassigned	Rem. haplot.	23456
ctg7180000006273	Unassigned	Put. Y	152643
ctg7180000006283	Unassigned	Put. Y	19297
ctg7180000006288	Unassigned	Rem. haplot.	45708
ctg7180000006289	Unassigned	Put. Y	99222
ctg7180000006290	Unassigned	LG10	35987
ctg7180000006290	Unassigned	Rem. overl.	801
ctg7180000006292	Unassigned	Put. centr.	24528
ctg7180000006294	Unassigned	Rem. haplot.	10546
ctg7180000006295	Unassigned	Rem. haplot.	14059
ctg7180000006297	Unassigned	LG20	8113
ctg7180000006296	Unassigned	Put. Y	101029
ctg7180000006298	Unassigned	Rem. haplot.	14861
ctg7180000006300	Unassigned	Rem. haplot.	11771
ctg7180000006301	Unassigned	Rem. haplot.	16023
ctg7180000006302	Unassigned	LG4	10300
ctg7180000006302	Unassigned	Rem. overl.	11160
ctg7180000006303	Unassigned	Rem. haplot.	16379
ctg7180000006299	Unassigned	Rem. haplot.	15971
ctg7180000006305	Unassigned	LG15	33880
ctg7180000006305	Unassigned	Rem. overl.	6218
ctg7180000006293	Unassigned	Repeat	26152
ctg7180000006307	Unassigned	Rem. haplot.	13047
ctg7180000006309	Unassigned	Rem. haplot.	10443
ctg7180000006308	Unassigned	Rem. haplot.	17743
ctg7180000006311	Unassigned	Rem. haplot.	15014
ctg7180000006313	Unassigned	Repeat	11211
ctg7180000006315	Unassigned	Rem. haplot.	20525
ctg7180000006314	Unassigned	LG15	13997
ctg7180000006316	Unassigned	LG10	10551
ctg7180000006316	Unassigned	Rem. overl.	5179
ctg7180000006319	Unassigned	Rem. haplot.	15474
ctg7180000006320	Unassigned	Rem. haplot.	15179
ctg7180000006323	Unassigned	Rem. haplot.	10621
ctg7180000006321	Unassigned	Rem. haplot.	12967
ctg7180000006326	Unassigned	Rem. haplot.	14223
ctg7180000006328	Unassigned	Repeat	9442
ctg7180000006327	Unassigned	Rem. haplot.	53046
ctg7180000006325	Unassigned	Rem. haplot.	21460
ctg7180000006331	Unassigned	Rem. haplot.	21259
ctg7180000006333	Unassigned	Rem. haplot.	9843
ctg7180000006334	Unassigned	Put. Y	30333
ctg7180000006338	Unassigned	Put. centr.	12381
ctg7180000006337	Unassigned	Rem. haplot.	8878
ctg7180000006339	Unassigned	Rem. haplot.	25046
ctg7180000006335	Unassigned	Rem. haplot.	27742
ctg7180000006336	Unassigned	Rem. haplot.	12308
ctg7180000006340	Unassigned	Rem. haplot.	18493
ctg7180000006341	Unassigned	Rem. haplot.	39784
ctg7180000006342	Unassigned	Put. Y	71077
ctg7180000006332	Unassigned	Rem. haplot.	14130
ctg7180000006343	Unassigned	Rem. haplot.	19669
ctg7180000006344	Unassigned	Rem. haplot.	16218
ctg7180000006345	Unassigned	Put. X	64502
ctg7180000006346	Unassigned	Put. Y	94263
ctg7180000006348	Unassigned	Rem. haplot.	8331
ctg7180000006347	Unassigned	Rem. haplot.	14402
ctg7180000006349	Unassigned	Put. Y	39963
ctg7180000006353	Unassigned	Rem. haplot.	12989
ctg7180000006352	Unassigned	Rem. haplot.	20559
ctg7180000006354	Unassigned	Rem. haplot.	16884
ctg7180000006359	Unassigned	Rem. haplot.	19501
ctg7180000006358	Unassigned	Repeat	25836
ctg7180000006361	Unassigned	LG13	15431
ctg7180000006362	Unassigned	Put. Y	11401
ctg7180000006363	Unassigned	LG12	30809
ctg7180000006363	Unassigned	Rem. overl.	81937
ctg7180000006364	Unassigned	Rem. haplot.	14204
ctg7180000006365	Unassigned	Rem. haplot.	23403
ctg7180000006367	Unassigned	Repeat	16965
ctg7180000006368	Unassigned	Repeat	21198
ctg7180000006369	Unassigned	Rem. haplot.	11735
ctg7180000006370	Unassigned	Put. haplot.	18832
ctg7180000006374	Unassigned	Rem. haplot.	8389
ctg7180000006372	Unassigned	Unassigned	21290
ctg7180000006377	Unassigned	Put. Y	75876
ctg7180000006382	Unassigned	Rem. haplot.	8374
ctg7180000006381	Unassigned	Rem. haplot.	16180
ctg7180000006380	Unassigned	Rem. haplot.	14927
ctg7180000006383	Unassigned	Rem. haplot.	20492
ctg7180000006386	Unassigned	Rem. haplot.	19143
ctg7180000006389	Unassigned	Repeat	19667
ctg7180000006392	Unassigned	Put. Y	13389
ctg7180000006395	Unassigned	Put. haplot.	10162
ctg7180000006394	Unassigned	Put. Y	26100
ctg7180000006396	Unassigned	Rem. haplot.	16022
ctg7180000006397	Unassigned	Repeat	22808
ctg7180000006399	Unassigned	Repeat	8490
ctg7180000006401	Unassigned	Rem. haplot.	12437
ctg7180000006403	Unassigned	Rem. haplot.	14363
ctg7180000006398	Unassigned	LG1	38841
ctg7180000006398	Unassigned	Rem. overl.	8832
ctg7180000006400	Unassigned	Repeat	18501
ctg7180000006402	Unassigned	Repeat	21487
ctg7180000006404	Unassigned	Put. Y	16532
ctg7180000006405	Unassigned	Put. Y	55275
ctg7180000006407	Unassigned	Rem. haplot.	14858
ctg7180000006409	Unassigned	Put. Y	28852
ctg7180000006411	Unassigned	Rem. haplot.	41705
ctg7180000006412	Unassigned	Rem. haplot.	27465
ctg7180000006413	Unassigned	Put. autos.	43175
ctg7180000006414	Unassigned	Put. X	110316
ctg7180000006419	Unassigned	Put. Y	34716
ctg7180000006420	Unassigned	Rem. haplot.	70145
ctg7180000006423	Unassigned	Rem. haplot.	10846
ctg7180000006422	Unassigned	Rem. haplot.	17187
ctg7180000006421	Unassigned	Rem. haplot.	15708
ctg7180000006424	Unassigned	Rem. haplot.	113691
ctg7180000006428	Unassigned	Put. Y	131194
ctg7180000006430	Unassigned	Rem. haplot.	21084
ctg7180000006427	Unassigned	Repeat	18220
ctg7180000006432	Unassigned	Rem. haplot.	10469
ctg7180000006440	Unassigned	Put. autos.	37715
ctg7180000006439	Unassigned	Rem. haplot.	10021
ctg7180000006441	Unassigned	Rem. haplot.	60764
ctg7180000006443	Unassigned	Rem. haplot.	19330
ctg7180000006444	Unassigned	Repeat	25273
ctg7180000006442	Unassigned	Put. Y	29131
ctg7180000006448	Unassigned	Repeat	13958
ctg7180000006446	Unassigned	Rem. haplot.	23950
ctg7180000006447	Unassigned	Rem. haplot.	12570
ctg7180000006451	Unassigned	Repeat	13235
ctg7180000006450	Unassigned	Rem. haplot.	30274
ctg7180000006449	Unassigned	Rem. haplot.	30995
ctg7180000006453	Unassigned	LG16	603
ctg7180000006453	Unassigned	Rem. overl.	46900
ctg7180000006455	Unassigned	Repeat	23819
ctg7180000006457	Unassigned	Rem. haplot.	69786
ctg7180000006456	Unassigned	Rem. haplot.	24159
ctg7180000006460	Unassigned	Rem. haplot.	12195
ctg7180000006462	Unassigned	Repeat	17848
ctg7180000006461	Unassigned	Repeat	16619
ctg7180000006465	Unassigned	Repeat	20906
ctg7180000006468	Unassigned	Repeat	18142
ctg7180000006467	Unassigned	Rem. haplot.	10761
ctg7180000006466	Unassigned	Repeat	21761
ctg7180000006469	Unassigned	Rem. haplot.	40117
ctg7180000006472	Unassigned	Rem. haplot.	8418
ctg7180000006474	Unassigned	Rem. haplot.	7783
ctg7180000006470	Unassigned	Rem. haplot.	43250
ctg7180000006479	Unassigned	Repeat	11904
ctg7180000006476	Unassigned	Rem. haplot.	6004
ctg7180000006473	Unassigned	Rem. haplot.	16936
ctg7180000006475	Unassigned	Rem. haplot.	25521
ctg7180000006480	Unassigned	Rem. haplot.	16359
ctg7180000006478	Unassigned	Rem. haplot.	17851
ctg7180000006481	Unassigned	Rem. haplot.	12423
ctg7180000006487	Unassigned	Rem. haplot.	20040
ctg7180000006493	Unassigned	Rem. haplot.	12849
ctg7180000006497	Unassigned	Repeat	10469
ctg7180000006498	Unassigned	Repeat	13679
ctg7180000006488	Unassigned	Repeat	13368
ctg7180000006483	Unassigned	Rem. haplot.	25472
ctg7180000006484	Unassigned	LG16	270
ctg7180000006484	Unassigned	Rem. overl.	11948
ctg7180000006485	Unassigned	Rem. haplot.	26263
ctg7180000006486	Unassigned	Rem. haplot.	26297
ctg7180000006491	Unassigned	Rem. haplot.	23475
ctg7180000006490	Unassigned	Repeat	7047
ctg7180000006489	Unassigned	Rem. haplot.	18065
ctg7180000006492	Unassigned	Rem. haplot.	13358
ctg7180000006494	Unassigned	Rem. haplot.	19690
ctg7180000006506	Unassigned	Rem. haplot.	9366
ctg7180000006495	Unassigned	Put. Y	93832
ctg7180000006496	Unassigned	Put. autos.	15436
ctg7180000006504	Unassigned	Rem. haplot.	8349
ctg7180000006499	Unassigned	Rem. haplot.	18596
ctg7180000006500	Unassigned	Rem. haplot.	37018
ctg7180000006502	Unassigned	Rem. haplot.	26217
ctg7180000006503	Unassigned	Rem. haplot.	15606
ctg7180000006521	Unassigned	Repeat	16585
ctg7180000006510	Unassigned	Unassigned	16732
ctg7180000006505	Unassigned	Unassigned	13979
ctg7180000006509	Unassigned	Repeat	18426
ctg7180000006513	Unassigned	Repeat	23960
ctg7180000006511	Unassigned	Rem. haplot.	32141
ctg7180000006514	Unassigned	Rem. haplot.	13838
ctg7180000006508	Unassigned	Rem. haplot.	34388
ctg7180000006512	Unassigned	Rem. haplot.	17813
ctg7180000006515	Unassigned	Rem. haplot.	8560
ctg7180000006516	Unassigned	Rem. haplot.	16004
ctg7180000006517	Unassigned	Rem. haplot.	26166
ctg7180000006518	Unassigned	Put. centr.	20138
ctg7180000006520	Unassigned	Rem. haplot.	11188
ctg7180000006519	Unassigned	Rem. haplot.	12115
ctg7180000006527	Unassigned	Rem. haplot.	9437
ctg7180000006522	Unassigned	Rem. haplot.	29478
ctg7180000006523	Unassigned	Rem. haplot.	22296
ctg7180000006529	Unassigned	Rem. haplot.	10762
ctg7180000006525	Unassigned	Rem. haplot.	11237
ctg7180000006530	Unassigned	Repeat	11875
ctg7180000006524	Unassigned	Rem. haplot.	19809
ctg7180000006526	Unassigned	Rem. haplot.	12660
ctg7180000006528	Unassigned	Put. X	17834
ctg7180000006539	Unassigned	Rem. haplot.	9623
ctg7180000006531	Unassigned	Put. Y	113453
ctg7180000006532	Unassigned	Rem. haplot.	11201
ctg7180000006536	Unassigned	Rem. haplot.	12538
ctg7180000006534	Unassigned	Rem. haplot.	10725
ctg7180000006535	Unassigned	Rem. haplot.	19093
ctg7180000006537	Unassigned	Rem. haplot.	15213
ctg7180000006538	Unassigned	Rem. haplot.	10425
ctg7180000006540	Unassigned	Rem. haplot.	9809
ctg7180000006542	Unassigned	Put. centr.	13433
ctg7180000006558	Unassigned	Unassigned	14672
ctg7180000006544	Unassigned	Rem. haplot.	12670
ctg7180000006546	Unassigned	Rem. haplot.	14361
ctg7180000006561	Unassigned	Repeat	9639
ctg7180000006543	Unassigned	Rem. haplot.	11696
ctg7180000006545	Unassigned	Rem. haplot.	10579
ctg7180000006547	Unassigned	Rem. haplot.	11296
ctg7180000006550	Unassigned	Put. centr.	15410
ctg7180000006548	Unassigned	Rem. haplot.	19383
ctg7180000006552	Unassigned	Unassigned	9735
ctg7180000006553	Unassigned	Put. centr.	26022
ctg7180000006555	Unassigned	Rem. haplot.	17893
ctg7180000006556	Unassigned	Rem. haplot.	22366
ctg7180000006578	Unassigned	Put. centr.	16774
ctg7180000006559	Unassigned	Rem. haplot.	8515
ctg7180000006571	Unassigned	Repeat	11714
ctg7180000006565	Unassigned	Repeat	9371
ctg7180000006557	Unassigned	Put. centr.	16927
ctg7180000006562	Unassigned	Unassigned	24935
ctg7180000006563	Unassigned	Put. centr.	17481
ctg7180000006564	Unassigned	Put. centr.	14617
ctg7180000006583	Unassigned	Repeat	13241
ctg7180000006566	Unassigned	Rem. haplot.	37977
ctg7180000006568	Unassigned	Rem. haplot.	19358
ctg7180000006567	Unassigned	Rem. haplot.	43590
ctg7180000006569	Unassigned	Rem. haplot.	20629
ctg7180000006572	Unassigned	Repeat	10100
ctg7180000006570	Unassigned	Rem. haplot.	31389
ctg7180000006573	Unassigned	Rem. haplot.	13875
ctg7180000006574	Unassigned	Rem. haplot.	8548
ctg7180000006584	Unassigned	Repeat	13308
ctg7180000006577	Unassigned	Rem. haplot.	16115
ctg7180000006580	Unassigned	Rem. haplot.	8945
ctg7180000006588	Unassigned	Unassigned	20117
ctg7180000006590	Unassigned	Repeat	17435
ctg7180000006581	Unassigned	Rem. haplot.	14002
ctg7180000006598	Unassigned	Zero cov.	14317
ctg7180000006582	Unassigned	Rem. haplot.	8773
ctg7180000006586	Unassigned	Unassigned	17477
ctg7180000006585	Unassigned	Put. centr.	23738
ctg7180000006587	Unassigned	Rem. haplot.	26243
ctg7180000006596	Unassigned	Zero cov.	8543
ctg7180000006589	Unassigned	Repeat	16679
ctg7180000006597	Unassigned	Put. centr.	17005
ctg7180000006592	Unassigned	Repeat	10359
ctg7180000006593	Unassigned	Repeat	19883
ctg7180000006601	Unassigned	Unassigned	45450
ctg7180000006602	Unassigned	Put. centr.	14655
ctg7180000006603	Unassigned	Put. centr.	13420
ctg7180000006605	Unassigned	Put. Y	12111
ctg7180000006594	Unassigned	Rem. haplot.	18973
ctg7180000006595	Unassigned	Rem. haplot.	11794
ctg7180000006599	Unassigned	Rem. haplot.	17317
ctg7180000006600	Unassigned	Rem. haplot.	20460
ctg7180000006604	Unassigned	Put. centr.	12990
ctg7180000006606	Unassigned	Rem. haplot.	58935
ctg7180000006610	Unassigned	Rem. haplot.	11042
ctg7180000006608	Unassigned	Rem. haplot.	8798
ctg7180000006607	Unassigned	Put. Y	45893
ctg7180000006619	Unassigned	Repeat	14771
ctg7180000006620	Unassigned	Repeat	9899
ctg7180000006609	Unassigned	Rem. haplot.	17643
ctg7180000006627	Unassigned	Put. centr.	16249
ctg7180000006613	Unassigned	LG12	12258
ctg7180000006613	Unassigned	Rem. overl.	7895
ctg7180000006616	Unassigned	Unassigned	47560
ctg7180000006611	Unassigned	Put. centr.	20609
ctg7180000006624	Unassigned	Put. centr.	13139
ctg7180000006625	Unassigned	Put. centr.	18894
ctg7180000006612	Unassigned	Rem. haplot.	25084
ctg7180000006626	Unassigned	Unassigned	37439
ctg7180000006621	Unassigned	Rem. haplot.	15196
ctg7180000006623	Unassigned	Rem. haplot.	18445
ctg7180000006614	Unassigned	Rem. haplot.	15655
ctg7180000006615	Unassigned	Put. centr.	9010
ctg7180000006617	Unassigned	Put. Y	26870
ctg7180000006631	Unassigned	Rem. haplot.	9781
ctg7180000006642	Unassigned	Rem. haplot.	14746
ctg7180000006639	Unassigned	LG11	15238
ctg7180000006618	Unassigned	Rem. haplot.	52716
ctg7180000006622	Unassigned	Rem. haplot.	19933
ctg7180000006628	Unassigned	Rem. haplot.	39772
ctg7180000006630	Unassigned	Rem. haplot.	18555
ctg7180000006632	Unassigned	Rem. haplot.	16733
ctg7180000006633	Unassigned	Rem. haplot.	20401
ctg7180000006634	Unassigned	Rem. haplot.	17237
ctg7180000006637	Unassigned	Rem. haplot.	11114
ctg7180000006646	Unassigned	Rem. haplot.	7274
ctg7180000006635	Unassigned	Rem. haplot.	14767
ctg7180000006644	Unassigned	Rem. haplot.	12477
ctg7180000006655	Unassigned	Unassigned	12476
ctg7180000006649	Unassigned	Rem. haplot.	10946
ctg7180000006640	Unassigned	Put. Y	40225
ctg7180000006641	Unassigned	Rem. haplot.	15308
ctg7180000006643	Unassigned	Rem. haplot.	23074
ctg7180000006645	Unassigned	LG2	16045
ctg7180000006647	Unassigned	Rem. haplot.	8247
ctg7180000006648	Unassigned	Rem. haplot.	18499
ctg7180000006650	Unassigned	Rem. haplot.	16919
ctg7180000006651	Unassigned	Put. centr.	14967
ctg7180000006665	Unassigned	Rem. haplot.	11647
ctg7180000006652	Unassigned	Rem. haplot.	29193
ctg7180000006653	Unassigned	Rem. haplot.	20151
ctg7180000006664	Unassigned	Unassigned	10092
ctg7180000006656	Unassigned	Rem. haplot.	20324
ctg7180000006654	Unassigned	Put. X	115837
ctg7180000006657	Unassigned	Rem. haplot.	18748
ctg7180000006658	Unassigned	Put. centr.	16309
ctg7180000006659	Unassigned	Rem. haplot.	31651
ctg7180000006660	Unassigned	Put. centr.	32334
ctg7180000006662	Unassigned	Rem. haplot.	22420
ctg7180000006683	Unassigned	Unassigned	19601
ctg7180000006684	Unassigned	Zero cov.	10593
ctg7180000006685	Unassigned	Put. centr.	10537
ctg7180000006678	Unassigned	Unassigned	16263
ctg7180000006676	Unassigned	Rem. haplot.	8258
ctg7180000006663	Unassigned	Put. centr.	34493
ctg7180000006668	Unassigned	Rem. haplot.	32833
ctg7180000006670	Unassigned	Put. centr.	12922
ctg7180000006669	Unassigned	Rem. haplot.	6356
ctg7180000006671	Unassigned	Rem. haplot.	15172
ctg7180000006672	Unassigned	Rem. haplot.	16660
ctg7180000006679	Unassigned	Put. centr.	16137
ctg7180000006673	Unassigned	Rem. haplot.	23840
ctg7180000006675	Unassigned	Repeat	11979
ctg7180000006680	Unassigned	Unassigned	15906
ctg7180000006692	Unassigned	LG3	13688
ctg7180000006688	Unassigned	Repeat	14286
ctg7180000006674	Unassigned	Put. centr.	32214
ctg7180000006677	Unassigned	Rem. haplot.	22310
ctg7180000006689	Unassigned	Put. centr.	21984
ctg7180000006681	Unassigned	Rem. haplot.	7700
ctg7180000006682	Unassigned	Unassigned	8167
ctg7180000006686	Unassigned	Put. centr.	30416
ctg7180000006687	Unassigned	Put. centr.	14782
ctg7180000006699	Unassigned	Rem. haplot.	14941
ctg7180000006691	Unassigned	Rem. haplot.	8484
ctg7180000006695	Unassigned	Rem. haplot.	9205
ctg7180000006696	Unassigned	Rem. haplot.	13179
ctg7180000006703	Unassigned	Rem. haplot.	9929
ctg7180000006701	Unassigned	Rem. haplot.	12375
ctg7180000006704	Unassigned	Rem. haplot.	9901
ctg7180000006707	Unassigned	Rem. haplot.	10257
ctg7180000006713	Unassigned	Rem. haplot.	10051
ctg7180000006719	Unassigned	Repeat	9931
ctg7180000006726	Unassigned	Put. centr.	9299
ctg7180000006715	Unassigned	Rem. haplot.	17409
ctg7180000006693	Unassigned	Put. centr.	13971
ctg7180000006694	Unassigned	Rem. haplot.	18870
ctg7180000006697	Unassigned	Unassigned	16296
ctg7180000006698	Unassigned	Rem. haplot.	57914
ctg7180000006700	Unassigned	Repeat	14481
ctg7180000006722	Unassigned	Unassigned	30304
ctg7180000006702	Unassigned	Rem. haplot.	16311
ctg7180000006721	Unassigned	Rem. haplot.	7733
ctg7180000006740	Unassigned	Unassigned	12872
ctg7180000006705	Unassigned	Put. centr.	22627
ctg7180000006706	Unassigned	Rem. haplot.	16959
ctg7180000006708	Unassigned	Repeat	14787
ctg7180000006725	Unassigned	Put. centr.	16853
ctg7180000006711	Unassigned	LG4	8767
ctg7180000006714	Unassigned	Rem. haplot.	16263
ctg7180000006720	Unassigned	Repeat	9768
ctg7180000006723	Unassigned	Rem. haplot.	34459
ctg7180000006749	Unassigned	Repeat	12543
ctg7180000006729	Unassigned	Rem. haplot.	11310
ctg7180000006756	Unassigned	Put. centr.	10460
ctg7180000006727	Unassigned	Rem. haplot.	41652
ctg7180000006728	Unassigned	Rem. haplot.	12598
ctg7180000006738	Unassigned	Rem. haplot.	8823
ctg7180000006730	Unassigned	Rem. haplot.	16503
ctg7180000006745	Unassigned	Unassigned	11947
ctg7180000006733	Unassigned	Rem. haplot.	12734
ctg7180000006731	Unassigned	LG20	28868
ctg7180000006732	Unassigned	Rem. haplot.	23777
ctg7180000006735	Unassigned	Unassigned	9973
ctg7180000006736	Unassigned	LG20	9227
ctg7180000006737	Unassigned	Rem. haplot.	13307
ctg7180000006746	Unassigned	Put. centr.	10467
ctg7180000006752	Unassigned	Repeat	19469
ctg7180000006739	Unassigned	Rem. haplot.	13087
ctg7180000006742	Unassigned	Put. Y	12732
